TQ,FQ,TS,FS
638,546,123,31
74,9,669,604
614,537,119,42
629,553,122,46
646,556,128,38
97,11,677,591
50,7,669,626
615,547,124,56
603,537,124,58
631,558,110,37
654,561,124,31
611,551,108,48
648,557,125,34
69,10,653,594
73,8,696,631
655,547,138,30
60,11,666,617
76,22,631,577
639,545,126,32
624,545,129,50
85,19,647,581
643,560,105,22
642,560,118,36
643,534,141,32
644,565,119,40
645,558,134,47
641,554,120,33
607,545,136,74
648,565,113,30
94,24,660,590
71,8,682,619
628,548,135,55
647,568,108,29
654,563,113,22
618,542,134,58
612,539,117,44
645,581,104,40
620,556,128,64
643,555,130,42
621,553,117,49
